protA	protB	WD
PSMC6	EIF3I	0.0
PSMD1	EIF3I	0.0
PSMD12	EIF3I	0.0
PSMD13	EIF3I	0.0
PSMD14	EIF3I	0.0
PSMD2	EIF3I	0.0
PSMD3	EIF3I	0.0
PSMD4	EIF3I	0.0
PSMD6	EIF3I	0.0
PSMD7	EIF3I	0.0
PSMD8	EIF3I	0.0
PSME1	EIF3I	0.0
PTBP1	EIF3I	0.0
PTCD3	EIF3I	0.0
PUF60	EIF3I	0.0
QARS	EIF3I	0.0
RACK1	EIF3I	0.0
RAD50	EIF3I	0.0
RALY	EIF3I	0.0
RAN	EIF3I	0.0
RANBP1	EIF3I	0.0
RANBP2	EIF3I	0.0
RANBP9	EIF3I	0.0
RANGAP1	EIF3I	0.0
RARS	EIF3I	0.0
RBM25	EIF3I	0.0
RBM39	EIF3I	0.0
RBMX	EIF3I	0.0
RCN1	EIF3I	0.0
RNPS1	EIF3I	0.0
RPAP3	EIF3I	0.0
RPL10	EIF3I	0.0
RPL11	EIF3I	0.0
RPL12	EIF3I	0.0
RPL13	EIF3I	0.0
RPL13A	EIF3I	0.0
RPL14	EIF3I	0.0
RPL15	EIF3I	0.0
RPL17	EIF3I	0.0
RPL18	EIF3I	0.0
RPL18A	EIF3I	0.0
RPL19	EIF3I	0.0
RPL22	EIF3I	0.0
RPL23	EIF3I	0.0
RPL23A	EIF3I	0.0
RPL24	EIF3I	0.0
RPL27	EIF3I	0.0
RPL27A	EIF3I	0.0
RPL28	EIF3I	0.0
RPL3	EIF3I	0.0
RPL30	EIF3I	0.0
RPL31	EIF3I	0.0
RPL35A	EIF3I	0.0
RPL36	EIF3I	0.0
RPL4	EIF3I	0.0
RPL6	EIF3I	0.0
RPL7	EIF3I	0.0
RPL7A	EIF3I	0.0
RPL8	EIF3I	0.0
RPL9	EIF3I	0.0
RPLP0	EIF3I	0.0
RPLP2	EIF3I	0.0
RPN1	EIF3I	0.0
RPN2	EIF3I	0.0
RPS10	EIF3I	0.0
RPS11	EIF3I	0.0
RPS13	EIF3I	0.0
RPS14	EIF3I	0.0
RPS15A	EIF3I	0.0
RPS16	EIF3I	0.0
RPS18	EIF3I	0.0
RPS2	EIF3I	0.0
RPS20	EIF3I	0.0
RPS23	EIF3I	0.0
RPS24	EIF3I	0.0
RPS25	EIF3I	0.0
RPS26	EIF3I	0.0
RPS27	EIF3I	0.0
RPS3	EIF3I	0.0
RPS3A	EIF3I	0.0
RPS4X	EIF3I	0.0
RPS5	EIF3I	0.0
RPS6	EIF3I	0.0
RPS7	EIF3I	0.0
RPS8	EIF3I	0.0
RPS9	EIF3I	0.0
RPSA	EIF3I	0.0
RRP12	EIF3I	0.0
RSL1D1	EIF3I	0.0
RUVBL1	EIF3I	0.0
RUVBL2	EIF3I	0.0
S100A7	EIF3I	0.0
SAFB	EIF3I	0.0
SAP18	EIF3I	0.0
SDHA	EIF3I	0.0
SDHB	EIF3I	0.0
SEC61A1	EIF3I	0.0
SET	EIF3I	0.0
SF3A1	EIF3I	0.0
SF3A3	EIF3I	0.0
SF3B1	EIF3I	0.0
SF3B2	EIF3I	0.0
SF3B3	EIF3I	0.0
SF3B6	EIF3I	0.0
SFPQ	EIF3I	0.0
SHMT2	EIF3I	0.0
SLC16A1	EIF3I	0.0
SLC1A5	EIF3I	0.0
SLC25A1	EIF3I	0.0
SLC25A3	EIF3I	0.0
SLC25A5	EIF3I	0.0
SLC25A6	EIF3I	0.0
SLC3A2	EIF3I	0.0
SLMAP	EIF3I	0.0
SMARCA4	EIF3I	0.0
SMARCC2	EIF3I	0.0
SMARCE1	EIF3I	0.0
SMC1A	EIF3I	0.0
SMC2	EIF3I	0.0
SMC3	EIF3I	0.0
SMC4	EIF3I	0.0
SMCHD1	EIF3I	0.0
SMN1	EIF3I	0.0
SNAP23	EIF3I	0.0
SNRNP200	EIF3I	0.0
SNRNP40	EIF3I	0.0
SNRNP70	EIF3I	0.0
SNRPA	EIF3I	0.0
SNRPA1	EIF3I	0.0
SNRPC	EIF3I	0.0
SNRPD1	EIF3I	0.0
SNRPD2	EIF3I	0.0
SNRPD3	EIF3I	0.0
SNRPE	EIF3I	0.0
SOD1	EIF3I	0.0
SPTAN1	EIF3I	0.0
SPTBN1	EIF3I	0.0
SRRT	EIF3I	0.0
SRSF1	EIF3I	0.0
SRSF10	EIF3I	0.0
SRSF3	EIF3I	0.0
SRSF4	EIF3I	0.0
SRSF6	EIF3I	0.0
SRSF7	EIF3I	0.0
SRSF9	EIF3I	0.0
SSB	EIF3I	0.0
SSBP1	EIF3I	0.0
STAT3	EIF3I	0.0
STIP1	EIF3I	0.0
STOML2	EIF3I	0.0
SYNCRIP	EIF3I	0.0
TCP1	EIF3I	54.47713080893575
TECR	EIF3I	0.0
TFRC	EIF3I	0.0
THOC1	EIF3I	0.0
THOC2	EIF3I	0.0
THOC6	EIF3I	0.0
TIMM50	EIF3I	0.0
TLN1	EIF3I	0.0
TMED10	EIF3I	0.0
TNPO1	EIF3I	0.0
TPI1	EIF3I	0.0
TPM3	EIF3I	0.0
TPM4	EIF3I	0.0
TPR	EIF3I	0.0
TRA2A	EIF3I	0.0
TRA2B	EIF3I	0.0
TRAP1	EIF3I	0.0
TRIM28	EIF3I	0.0
TUBA1B	EIF3I	0.0
TUBB	EIF3I	0.0
TUBB2B	EIF3I	0.0
TUBB4B	EIF3I	0.0
TUBB6	EIF3I	0.0
TUFM	EIF3I	0.0
U2AF2	EIF3I	0.0
UBA1	EIF3I	0.0
UBA2	EIF3I	0.0
UBR4	EIF3I	0.0
UGGT1	EIF3I	0.0
URI1	EIF3I	0.0
USO1	EIF3I	0.0
USP21	EIF3I	0.0
USP5	EIF3I	0.0
UXT	EIF3I	0.0
VARS	EIF3I	57.042845715220686
VCL	EIF3I	0.0
VDAC1	EIF3I	0.0
VDAC2	EIF3I	0.0
VIM	EIF3I	0.0
VPS26A	EIF3I	0.0
VPS35	EIF3I	0.0
WARS	EIF3I	0.0
WDR1	EIF3I	0.0
WDR77	EIF3I	0.0
WDR92	EIF3I	0.0
WRNIP1	EIF3I	0.0
XPNPEP1	EIF3I	0.0
XPO1	EIF3I	0.0
XRCC5	EIF3I	0.0
XRCC6	EIF3I	0.0
YBX1	EIF3I	0.0
ZNF326	EIF3I	0.0
EIF3L	EIF3L	0.0
EIF3M	EIF3L	0.0
EIF4A1	EIF3L	0.0
EIF4A3	EIF3L	0.0
EIF4G1	EIF3L	0.0
EIF5A	EIF3L	0.0
ELAVL1	EIF3L	0.0
ENO1	EIF3L	0.0
ENO2	EIF3L	0.0
EPPK1	EIF3L	0.0
EPRS	EIF3L	0.0
ERLIN2	EIF3L	0.0
ESYT1	EIF3L	0.0
FASN	EIF3L	0.0
FBL	EIF3L	0.0
FDPS	EIF3L	0.0
FH	EIF3L	0.0
FKBP10	EIF3L	0.0
FKBP4	EIF3L	0.0
FLG2	EIF3L	0.0
FLNA	EIF3L	0.0
FLNB	EIF3L	0.0
FTH1	EIF3L	0.0
FUBP1	EIF3L	0.0
GADD45GIP1	EIF3L	0.0
GANAB	EIF3L	0.0
GAPDH	EIF3L	0.0
GART	EIF3L	0.0
GCN1	EIF3L	0.0
GDI2	EIF3L	0.0
GEMIN4	EIF3L	0.0
GLA	EIF3L	0.0
GOLIM4	EIF3L	0.0
GPS1	EIF3L	0.0
GRPEL1	EIF3L	0.0
GSTO1	EIF3L	0.0
GYS1	EIF3L	0.0
H4C1	EIF3L	0.0
HACD3	EIF3L	0.0
HADHA	EIF3L	0.0
HADHB	EIF3L	0.0
HAGH	EIF3L	0.0
HAT1	EIF3L	0.0
HBB	EIF3L	0.0
HDAC2	EIF3L	0.0
HDAC6	EIF3L	0.0
HM13	EIF3L	0.0
HMGCS1	EIF3L	0.0
HNRNPA0	EIF3L	0.0
HNRNPA1	EIF3L	0.0
HNRNPA2B1	EIF3L	0.0
HNRNPA3	EIF3L	0.0
HNRNPAB	EIF3L	0.0
HNRNPC	EIF3L	0.0
HNRNPD	EIF3L	0.0
HNRNPDL	EIF3L	0.0
HNRNPF	EIF3L	0.0
HNRNPH1	EIF3L	0.0
HNRNPH3	EIF3L	0.0
HNRNPK	EIF3L	0.0
HNRNPL	EIF3L	0.0
HNRNPM	EIF3L	0.0
HNRNPR	EIF3L	0.0
HNRNPU	EIF3L	0.0
HNRNPUL2	EIF3L	0.0
HPRT1	EIF3L	0.0
HSD17B10	EIF3L	0.0
HSD17B12	EIF3L	0.0
HSP90AA1	EIF3L	0.0
HSP90AB1	EIF3L	0.0
HSP90B1	EIF3L	0.0
HSPA4L	EIF3L	0.0
HSPA5	EIF3L	0.0
HSPA6	EIF3L	0.0
HSPA8	EIF3L	0.0
HSPA9	EIF3L	0.0
HSPD1	EIF3L	0.0
HSPE1	EIF3L	0.0
HSPH1	EIF3L	0.0
HUWE1	EIF3L	0.0
HYOU1	EIF3L	0.0
IARS	EIF3L	0.0
IDE	EIF3L	0.0
IDH1	EIF3L	0.0
IGF2BP1	EIF3L	0.0
ILF2	EIF3L	0.0
ILF3	EIF3L	0.0
IMMT	EIF3L	0.0
IMPDH1	EIF3L	0.0
IMPDH2	EIF3L	0.0
IPO5	EIF3L	0.0
IQGAP1	EIF3L	0.0
IRS4	EIF3L	0.0
ISYNA1	EIF3L	0.0
ITGB1	EIF3L	0.0
ITPR3	EIF3L	0.0
KARS1	EIF3L	0.0
KCTD12	EIF3L	0.0
KHSRP	EIF3L	0.0
KIF5B	EIF3L	0.0
KPNB1	EIF3L	0.0
KPRP	EIF3L	0.0
KRT10	EIF3L	0.0
KRT13	EIF3L	0.0
KRT14	EIF3L	0.0
KRT16	EIF3L	0.0
KRT17	EIF3L	0.0
KRT2	EIF3L	0.0
KRT34	EIF3L	0.0
KRT6B	EIF3L	0.0
KRT8	EIF3L	0.0
KTN1	EIF3L	0.0
LAMP2	EIF3L	0.0
LANCL1	EIF3L	0.0
LARS	EIF3L	0.0
LBR	EIF3L	0.0
LDHA	EIF3L	0.0
LDHB	EIF3L	0.0
LGALS3BP	EIF3L	0.0
LGALS7	EIF3L	0.0
LMAN1	EIF3L	0.0
LONP1	EIF3L	0.0
LRPPRC	EIF3L	0.0
LRRC59	EIF3L	0.0
LSM12	EIF3L	0.0
LTA4H	EIF3L	0.0
LUC7L2	EIF3L	0.0
MACF1	EIF3L	0.0
MAP1B	EIF3L	0.0
MARCKS	EIF3L	0.0
MARCKSL1	EIF3L	0.0
MARS	EIF3L	0.0
MAT2A	EIF3L	0.0
MAT2B	EIF3L	0.0
MATR3	EIF3L	0.0
MCM4	EIF3L	0.0
MCM5	EIF3L	0.0
MCM6	EIF3L	0.0
MCM7	EIF3L	0.0
MDH1	EIF3L	0.0
MDH2	EIF3L	0.0
ME2	EIF3L	0.0
MLEC	EIF3L	0.0
MRE11	EIF3L	0.0
MRPL1	EIF3L	0.0
MRPL11	EIF3L	0.0
MRPL12	EIF3L	0.0
MRPL13	EIF3L	0.0
MRPL15	EIF3L	0.0
MRPL17	EIF3L	0.0
MRPL18	EIF3L	0.0
MRPL19	EIF3L	0.0
MRPL2	EIF3L	0.0
MRPL20	EIF3L	0.0
MRPL21	EIF3L	0.0
MRPL22	EIF3L	0.0
MRPL23	EIF3L	0.0
MRPL24	EIF3L	0.0
MRPL28	EIF3L	0.0
MRPL3	EIF3L	0.0
MRPL34	EIF3L	0.0
MRPL37	EIF3L	0.0
MRPL38	EIF3L	0.0
MRPL39	EIF3L	0.0
MRPL4	EIF3L	0.0
MRPL40	EIF3L	0.0
MRPL41	EIF3L	0.0
MRPL43	EIF3L	0.0
MRPL44	EIF3L	0.0
MRPL45	EIF3L	0.0
MRPL46	EIF3L	0.0
MRPL47	EIF3L	0.0
MRPL48	EIF3L	0.0
MRPL49	EIF3L	0.0
MRPL50	EIF3L	0.0
MRPL55	EIF3L	0.0
MRPL58	EIF3L	0.0
MRPL9	EIF3L	0.0
MRPS10	EIF3L	0.0
MRPS14	EIF3L	0.0
MRPS16	EIF3L	0.0
MRPS17	EIF3L	0.0
MRPS2	EIF3L	0.0
MRPS22	EIF3L	0.0
MRPS23	EIF3L	0.0
MRPS27	EIF3L	0.0
MRPS30	EIF3L	0.0
MRPS31	EIF3L	0.0
MRPS34	EIF3L	0.0
MRPS35	EIF3L	0.0
MRPS7	EIF3L	0.0
MTA2	EIF3L	0.0
MTHFD1	EIF3L	0.0
MYBBP1A	EIF3L	0.0
MYH10	EIF3L	0.0
MYH9	EIF3L	0.0
MYL6	EIF3L	0.0
NANS	EIF3L	0.0
NAP1L1	EIF3L	0.0
NASP	EIF3L	0.0
NCKAP1	EIF3L	0.0
NCL	EIF3L	0.0
NME1	EIF3L	0.0
NPEPPS	EIF3L	0.0
NPM1	EIF3L	0.0
NSF	EIF3L	0.0
NSUN2	EIF3L	0.0
NUDT21	EIF3L	0.0
NUFIP2	EIF3L	0.0
NUMA1	EIF3L	0.0
NUP107	EIF3L	0.0
NUP133	EIF3L	0.0
NUP155	EIF3L	0.0
NUP210	EIF3L	0.0
NUP85	EIF3L	0.0
NUP93	EIF3L	0.0
NUP98	EIF3L	0.0
OAT	EIF3L	0.0
OGDH	EIF3L	0.0
P4HA1	EIF3L	0.0
P4HB	EIF3L	0.0
PABPC1	EIF3L	0.0
PABPC4	EIF3L	0.0
PABPN1	EIF3L	0.0
PAICS	EIF3L	0.0
PARP1	EIF3L	0.0
PC	EIF3L	0.0
PCBD1	EIF3L	0.0
PCBP1	EIF3L	0.0
PCMT1	EIF3L	0.0
PDHA1	EIF3L	0.0
PDHB	EIF3L	0.0
PDHX	EIF3L	0.0
PDIA3	EIF3L	0.0
PDIA6	EIF3L	0.0
PDRG1	EIF3L	0.0
PDXK	EIF3L	0.0
PFDN2	EIF3L	0.0
PFDN4	EIF3L	0.0
PFDN5	EIF3L	0.0
PFDN6	EIF3L	0.0
PFKP	EIF3L	0.0
PGAM5	EIF3L	0.0
PGD	EIF3L	0.0
PGK1	EIF3L	0.0
PHB	EIF3L	0.0
PHB2	EIF3L	0.0
PHGDH	EIF3L	0.0
PIH1D1	EIF3L	0.0
PIP	EIF3L	0.0
PKM	EIF3L	0.0
PKP1	EIF3L	0.0
PLS3	EIF3L	0.0
PMPCB	EIF3L	0.0
PNN	EIF3L	0.0
PNP	EIF3L	0.0
PODXL	EIF3L	0.0
POF1B	EIF3L	0.0
POLR1A	EIF3L	0.0
POLR1C	EIF3L	0.0
POLR2A	EIF3L	0.0
POLR2B	EIF3L	0.0
POLR2C	EIF3L	0.0
POLR2E	EIF3L	0.0
POLR2H	EIF3L	0.0
POLR3A	EIF3L	0.0
POLR3B	EIF3L	0.0
POLR3D	EIF3L	0.0
PPAT	EIF3L	0.0
PPIA	EIF3L	0.0
PPIB	EIF3L	0.0
PPP1CA	EIF3L	0.0
PPP1CC	EIF3L	0.0
PPP1R2	EIF3L	0.0
PPP1R7	EIF3L	0.0
PPP2R1A	EIF3L	0.0
PPP2R2A	EIF3L	0.0
PRDX1	EIF3L	0.0
PRDX2	EIF3L	0.0
PRDX3	EIF3L	0.0
PRDX4	EIF3L	0.0
PRDX6	EIF3L	0.0
PRKCSH	EIF3L	0.0
PRKDC	EIF3L	0.0
PRMT1	EIF3L	0.0
PRMT5	EIF3L	0.0
PRPF19	EIF3L	0.0
PRPF40A	EIF3L	0.0
PRPF8	EIF3L	0.0
PRSS3P2	EIF3L	0.0
PSAT1	EIF3L	0.0
PSMA6	EIF3L	0.0
PSMA7	EIF3L	0.0
PSMB1	EIF3L	0.0
PSMB2	EIF3L	0.0
PSMB3	EIF3L	0.0
PSMB4	EIF3L	0.0
PSMB5	EIF3L	0.0
PSMB7	EIF3L	0.0
PSMC1	EIF3L	0.0
PSMC2	EIF3L	0.0
PSMC3	EIF3L	0.0
PSMC4	EIF3L	0.0
PSMC5	EIF3L	0.0
PSMC6	EIF3L	0.0
PSMD1	EIF3L	0.0
PSMD12	EIF3L	0.0
PSMD13	EIF3L	0.0
PSMD14	EIF3L	0.0
PSMD2	EIF3L	0.0
PSMD3	EIF3L	0.0
PSMD4	EIF3L	0.0
PSMD6	EIF3L	0.0
PSMD7	EIF3L	0.0
PSMD8	EIF3L	0.0
PSME1	EIF3L	0.0
PTBP1	EIF3L	0.0
PTCD3	EIF3L	0.0
PUF60	EIF3L	0.0
QARS	EIF3L	0.0
RACK1	EIF3L	0.0
RAD50	EIF3L	0.0
RALY	EIF3L	0.0
RAN	EIF3L	0.0
RANBP1	EIF3L	0.0
RANBP2	EIF3L	0.0
RANBP9	EIF3L	0.0
RANGAP1	EIF3L	0.0
RARS	EIF3L	0.0
RBM25	EIF3L	0.0
RBM39	EIF3L	0.0
RBMX	EIF3L	0.0
RCN1	EIF3L	0.0
RNPS1	EIF3L	0.0
RPAP3	EIF3L	0.0
RPL10	EIF3L	0.0
RPL11	EIF3L	0.0
RPL12	EIF3L	0.0
RPL13	EIF3L	0.0
RPL13A	EIF3L	0.0
RPL14	EIF3L	0.0
RPL15	EIF3L	0.0
RPL17	EIF3L	0.0
RPL18	EIF3L	0.0
RPL18A	EIF3L	0.0
RPL19	EIF3L	0.0
RPL22	EIF3L	0.0
RPL23	EIF3L	0.0
RPL23A	EIF3L	0.0
RPL24	EIF3L	0.0
RPL27	EIF3L	0.0
RPL27A	EIF3L	0.0
RPL28	EIF3L	0.0
RPL3	EIF3L	0.0
RPL30	EIF3L	0.0
RPL31	EIF3L	0.0
RPL35A	EIF3L	0.0
RPL36	EIF3L	0.0
RPL4	EIF3L	0.0
RPL6	EIF3L	0.0
RPL7	EIF3L	0.0
RPL7A	EIF3L	0.0
RPL8	EIF3L	0.0
RPL9	EIF3L	0.0
RPLP0	EIF3L	0.0
RPLP2	EIF3L	0.0
RPN1	EIF3L	0.0
RPN2	EIF3L	0.0
RPS10	EIF3L	0.0
RPS11	EIF3L	0.0
RPS13	EIF3L	0.0
RPS14	EIF3L	0.0
RPS15A	EIF3L	0.0
RPS16	EIF3L	0.0
RPS18	EIF3L	0.0
RPS2	EIF3L	0.0
RPS20	EIF3L	0.0
RPS23	EIF3L	0.0
RPS24	EIF3L	0.0
RPS25	EIF3L	0.0
RPS26	EIF3L	0.0
RPS27	EIF3L	0.0
RPS3	EIF3L	0.0
RPS3A	EIF3L	0.0
RPS4X	EIF3L	0.0
RPS5	EIF3L	0.0
RPS6	EIF3L	0.0
RPS7	EIF3L	0.0
RPS8	EIF3L	0.0
RPS9	EIF3L	0.0
RPSA	EIF3L	0.0
RRP12	EIF3L	0.0
RSL1D1	EIF3L	0.0
RUVBL1	EIF3L	0.0
RUVBL2	EIF3L	0.0
S100A7	EIF3L	0.0
SAFB	EIF3L	0.0
SAP18	EIF3L	0.0
SDHA	EIF3L	0.0
SDHB	EIF3L	0.0
SEC61A1	EIF3L	0.0
SET	EIF3L	0.0
SF3A1	EIF3L	0.0
SF3A3	EIF3L	0.0
SF3B1	EIF3L	0.0
SF3B2	EIF3L	0.0
SF3B3	EIF3L	0.0
SF3B6	EIF3L	0.0
SFPQ	EIF3L	0.0
SHMT2	EIF3L	0.0
SLC16A1	EIF3L	0.0
SLC1A5	EIF3L	0.0
SLC25A1	EIF3L	0.0
SLC25A3	EIF3L	0.0
SLC25A5	EIF3L	0.0
SLC25A6	EIF3L	0.0
SLC3A2	EIF3L	0.0
SLMAP	EIF3L	0.0
SMARCA4	EIF3L	0.0
SMARCC2	EIF3L	0.0
SMARCE1	EIF3L	0.0
SMC1A	EIF3L	0.0
SMC2	EIF3L	0.0
SMC3	EIF3L	0.0
SMC4	EIF3L	0.0
SMCHD1	EIF3L	0.0
SMN1	EIF3L	0.0
SNAP23	EIF3L	0.0
SNRNP200	EIF3L	0.0
SNRNP40	EIF3L	0.0
SNRNP70	EIF3L	0.0
SNRPA	EIF3L	0.0
SNRPA1	EIF3L	0.0
SNRPC	EIF3L	0.0
SNRPD1	EIF3L	0.0
SNRPD2	EIF3L	0.0
SNRPD3	EIF3L	0.0
SNRPE	EIF3L	0.0
SOD1	EIF3L	0.0
SPTAN1	EIF3L	0.0
SPTBN1	EIF3L	0.0
SRRT	EIF3L	0.0
SRSF1	EIF3L	0.0
SRSF10	EIF3L	0.0
SRSF3	EIF3L	0.0
SRSF4	EIF3L	0.0
SRSF6	EIF3L	0.0
SRSF7	EIF3L	0.0
SRSF9	EIF3L	0.0
SSB	EIF3L	0.0
SSBP1	EIF3L	0.0
STAT3	EIF3L	0.0
STIP1	EIF3L	0.0
STOML2	EIF3L	0.0
SYNCRIP	EIF3L	0.0
TCP1	EIF3L	0.0
TECR	EIF3L	0.0
TFRC	EIF3L	0.0
THOC1	EIF3L	0.0
THOC2	EIF3L	0.0
THOC6	EIF3L	0.0
TIMM50	EIF3L	0.0
TLN1	EIF3L	0.0
TMED10	EIF3L	0.0
TNPO1	EIF3L	0.0
TPI1	EIF3L	0.0
TPM3	EIF3L	0.0
TPM4	EIF3L	0.0
TPR	EIF3L	0.0
TRA2A	EIF3L	0.0
TRA2B	EIF3L	0.0
TRAP1	EIF3L	0.0
TRIM28	EIF3L	0.0
TUBA1B	EIF3L	0.0
TUBB	EIF3L	0.0
TUBB2B	EIF3L	0.0
TUBB4B	EIF3L	0.0
TUBB6	EIF3L	0.0
TUFM	EIF3L	0.0
U2AF2	EIF3L	0.0
UBA1	EIF3L	0.0
UBA2	EIF3L	0.0
UBR4	EIF3L	0.0
UGGT1	EIF3L	0.0
URI1	EIF3L	0.0
USO1	EIF3L	0.0
USP21	EIF3L	0.0
USP5	EIF3L	0.0
UXT	EIF3L	0.0
VARS	EIF3L	0.0
VCL	EIF3L	0.0
VDAC1	EIF3L	0.0
VDAC2	EIF3L	0.0
VIM	EIF3L	0.0
VPS26A	EIF3L	0.0
VPS35	EIF3L	0.0
WARS	EIF3L	0.0
WDR1	EIF3L	0.0
WDR77	EIF3L	0.0
WDR92	EIF3L	0.0
WRNIP1	EIF3L	0.0
XPNPEP1	EIF3L	0.0
XPO1	EIF3L	0.0
XRCC5	EIF3L	0.0
XRCC6	EIF3L	0.0
YBX1	EIF3L	0.0
ZNF326	EIF3L	0.0
EIF3M	EIF3M	0.0
EIF4A1	EIF3M	0.0
EIF4A3	EIF3M	0.0
EIF4G1	EIF3M	0.0
EIF5A	EIF3M	0.0
ELAVL1	EIF3M	0.0
ENO1	EIF3M	0.0
ENO2	EIF3M	0.0
EPPK1	EIF3M	0.0
EPRS	EIF3M	0.0
ERLIN2	EIF3M	0.0
ESYT1	EIF3M	0.0
FASN	EIF3M	0.0
FBL	EIF3M	0.0
FDPS	EIF3M	0.0
FH	EIF3M	0.0
FKBP10	EIF3M	0.0
FKBP4	EIF3M	0.0
FLG2	EIF3M	0.0
FLNA	EIF3M	0.0
FLNB	EIF3M	0.0
FTH1	EIF3M	0.0
FUBP1	EIF3M	0.0
GADD45GIP1	EIF3M	0.0
GANAB	EIF3M	0.0
GAPDH	EIF3M	0.0
GART	EIF3M	0.0
GCN1	EIF3M	0.0
GDI2	EIF3M	0.0
GEMIN4	EIF3M	0.0
GLA	EIF3M	0.0
GOLIM4	EIF3M	0.0
GPS1	EIF3M	0.0
GRPEL1	EIF3M	0.0
GSTO1	EIF3M	0.0
GYS1	EIF3M	0.0
H4C1	EIF3M	0.0
HACD3	EIF3M	0.0
HADHA	EIF3M	0.0
HADHB	EIF3M	0.0
HAGH	EIF3M	0.0
HAT1	EIF3M	0.0
HBB	EIF3M	0.0
HDAC2	EIF3M	0.0
HDAC6	EIF3M	0.0
HM13	EIF3M	0.0
HMGCS1	EIF3M	0.0
HNRNPA0	EIF3M	0.0
HNRNPA1	EIF3M	0.0
HNRNPA2B1	EIF3M	0.0
HNRNPA3	EIF3M	0.0
HNRNPAB	EIF3M	0.0
HNRNPC	EIF3M	0.0
HNRNPD	EIF3M	0.0
HNRNPDL	EIF3M	0.0
HNRNPF	EIF3M	0.0
HNRNPH1	EIF3M	0.0
HNRNPH3	EIF3M	0.0
HNRNPK	EIF3M	0.0
HNRNPL	EIF3M	0.0
HNRNPM	EIF3M	0.0
HNRNPR	EIF3M	0.0
HNRNPU	EIF3M	0.0
HNRNPUL2	EIF3M	0.0
HPRT1	EIF3M	0.0
HSD17B10	EIF3M	0.0
HSD17B12	EIF3M	0.0
HSP90AA1	EIF3M	0.0
HSP90AB1	EIF3M	0.0
HSP90B1	EIF3M	0.0
HSPA4L	EIF3M	0.0
HSPA5	EIF3M	0.0
HSPA6	EIF3M	0.0
HSPA8	EIF3M	0.0
HSPA9	EIF3M	0.0
HSPD1	EIF3M	0.0
HSPE1	EIF3M	0.0
HSPH1	EIF3M	0.0
HUWE1	EIF3M	0.0
HYOU1	EIF3M	0.0
IARS	EIF3M	0.0
IDE	EIF3M	0.0
IDH1	EIF3M	0.0
IGF2BP1	EIF3M	0.0
ILF2	EIF3M	0.0
ILF3	EIF3M	0.0
IMMT	EIF3M	0.0
IMPDH1	EIF3M	0.0
IMPDH2	EIF3M	0.0
IPO5	EIF3M	0.0
IQGAP1	EIF3M	0.0
IRS4	EIF3M	0.0
ISYNA1	EIF3M	0.0
ITGB1	EIF3M	0.0
ITPR3	EIF3M	0.0
KARS1	EIF3M	0.0
KCTD12	EIF3M	0.0
KHSRP	EIF3M	0.0
KIF5B	EIF3M	0.0
KPNB1	EIF3M	0.0
KPRP	EIF3M	0.0
KRT10	EIF3M	0.0
KRT13	EIF3M	0.0
KRT14	EIF3M	0.0
KRT16	EIF3M	0.0
KRT17	EIF3M	0.0
KRT2	EIF3M	0.0
KRT34	EIF3M	0.0
KRT6B	EIF3M	0.0
KRT8	EIF3M	0.0
KTN1	EIF3M	0.0
LAMP2	EIF3M	0.0
LANCL1	EIF3M	0.0
LARS	EIF3M	0.0
LBR	EIF3M	0.0
LDHA	EIF3M	0.0
LDHB	EIF3M	0.0
LGALS3BP	EIF3M	0.0
LGALS7	EIF3M	0.0
LMAN1	EIF3M	0.0
LONP1	EIF3M	0.0
LRPPRC	EIF3M	0.0
LRRC59	EIF3M	0.0
LSM12	EIF3M	0.0
LTA4H	EIF3M	0.0
LUC7L2	EIF3M	0.0
MACF1	EIF3M	0.0
MAP1B	EIF3M	0.0
MARCKS	EIF3M	0.0
MARCKSL1	EIF3M	0.0
MARS	EIF3M	0.0
MAT2A	EIF3M	0.0
MAT2B	EIF3M	0.0
MATR3	EIF3M	0.0
MCM4	EIF3M	0.0
MCM5	EIF3M	0.0
MCM6	EIF3M	0.0
MCM7	EIF3M	0.0
MDH1	EIF3M	0.0
MDH2	EIF3M	0.0
ME2	EIF3M	0.0
MLEC	EIF3M	0.0
MRE11	EIF3M	0.0
MRPL1	EIF3M	0.0
MRPL11	EIF3M	0.0
MRPL12	EIF3M	0.0
MRPL13	EIF3M	0.0
MRPL15	EIF3M	0.0
MRPL17	EIF3M	0.0
MRPL18	EIF3M	0.0
MRPL19	EIF3M	0.0
MRPL2	EIF3M	0.0
MRPL20	EIF3M	0.0
MRPL21	EIF3M	0.0
MRPL22	EIF3M	0.0
MRPL23	EIF3M	0.0
MRPL24	EIF3M	0.0
MRPL28	EIF3M	0.0
MRPL3	EIF3M	0.0
MRPL34	EIF3M	0.0
MRPL37	EIF3M	0.0
MRPL38	EIF3M	0.0
MRPL39	EIF3M	0.0
MRPL4	EIF3M	0.0
MRPL40	EIF3M	0.0
MRPL41	EIF3M	0.0
MRPL43	EIF3M	0.0
MRPL44	EIF3M	0.0
MRPL45	EIF3M	0.0
MRPL46	EIF3M	0.0
MRPL47	EIF3M	0.0
MRPL48	EIF3M	0.0
MRPL49	EIF3M	0.0
MRPL50	EIF3M	0.0
MRPL55	EIF3M	0.0
MRPL58	EIF3M	0.0
MRPL9	EIF3M	0.0
MRPS10	EIF3M	0.0
MRPS14	EIF3M	0.0
