protA	protB	qvalues
RACK1	ACADM	0.0
RAD50	ACADM	0.0
RALY	ACADM	0.0
RAN	ACADM	0.0
RANBP1	ACADM	0.0
RANBP2	ACADM	0.0
RANBP9	ACADM	0.0
RANGAP1	ACADM	0.0
RARS	ACADM	0.0
RBM25	ACADM	0.0
RBM39	ACADM	0.0
RBMX	ACADM	0.0
RNPS1	ACADM	0.0
RPAP3	ACADM	0.0
RPL11	ACADM	0.0
RPL19	ACADM	0.0
RPL22	ACADM	0.0
RPL23	ACADM	0.0
RPL27A	ACADM	0.0
RPL3	ACADM	0.0
RPLP0	ACADM	0.0
RPN1	ACADM	0.0
RPN2	ACADM	0.0
RPS10	ACADM	0.0
RPS11	ACADM	0.0
RPS14	ACADM	0.0
RPS15A	ACADM	0.0
RPS16	ACADM	0.0
RPS18	ACADM	0.0
RPS19	ACADM	0.0
RPS2	ACADM	0.0
RPS20	ACADM	0.0
RPS24	ACADM	0.0
RPS25	ACADM	0.0
RPS26	ACADM	0.0
RPS27	ACADM	0.0
RPS3	ACADM	0.0
RPS3A	ACADM	0.0
RPS4X	ACADM	0.0
RPS5	ACADM	0.0
RPS7	ACADM	0.0
RPS9	ACADM	0.0
RUVBL1	ACADM	0.0
RUVBL2	ACADM	0.0
SAFB	ACADM	0.0
SDHA	ACADM	0.0
SEC61A1	ACADM	0.0
SET	ACADM	0.0
SF3A1	ACADM	0.0
SF3A3	ACADM	0.0
SF3B1	ACADM	0.0
SF3B2	ACADM	0.0
SF3B3	ACADM	0.0
SF3B6	ACADM	0.0
SFPQ	ACADM	0.0
SHMT2	ACADM	0.0
SLC16A1	ACADM	0.0
SLC1A5	ACADM	0.0
SLC25A1	ACADM	0.0
SLC25A3	ACADM	0.0
SLC25A5	ACADM	0.0
SLC25A6	ACADM	0.0
SLC3A2	ACADM	0.0
SLMAP	ACADM	0.0
SMARCA4	ACADM	0.0
SMARCC2	ACADM	0.0
SMARCE1	ACADM	0.0
SMC1A	ACADM	0.0
SMC2	ACADM	0.0
SMC4	ACADM	0.0
SMCHD1	ACADM	0.0
SNAP23	ACADM	0.0
SNRNP200	ACADM	0.0
SNRNP40	ACADM	0.0
SNRNP70	ACADM	0.0
SNRPA	ACADM	0.0
SNRPA1	ACADM	0.0
SNRPD1	ACADM	0.0
SNRPD2	ACADM	0.0
SNRPD3	ACADM	0.0
SNRPE	ACADM	0.0
SPTAN1	ACADM	0.0
SPTBN1	ACADM	0.0
SRRT	ACADM	0.0
SRSF3	ACADM	0.0
SRSF4	ACADM	0.0
SRSF6	ACADM	0.0
SRSF7	ACADM	0.0
SSB	ACADM	0.0
SSBP1	ACADM	0.0
STAT3	ACADM	0.0
STOML2	ACADM	0.0
SYNCRIP	ACADM	0.0
TCP1	ACADM	0.0
TECR	ACADM	0.0
TFRC	ACADM	0.0
TIMM50	ACADM	0.0
TLN1	ACADM	0.0
TNPO1	ACADM	0.0
TPI1	ACADM	0.0
TPM3	ACADM	0.0
TPM4	ACADM	0.0
TPR	ACADM	0.0
TRA2A	ACADM	0.0
TRA2B	ACADM	0.0
TRAP1	ACADM	0.0
TRIM28	ACADM	0.0
TUBA1B	ACADM	0.0
TUBB	ACADM	0.0
TUBB2B	ACADM	0.0
TUBB4B	ACADM	0.0
TUBB6	ACADM	0.0
TUFM	ACADM	0.0
U2AF2	ACADM	0.0
UBA1	ACADM	0.0
UBA2	ACADM	0.0
UBR4	ACADM	0.0
UGGT1	ACADM	0.0
URI1	ACADM	0.0
USO1	ACADM	0.0
UXT	ACADM	0.0
VARS	ACADM	0.0
VCL	ACADM	0.0
VDAC1	ACADM	0.0
VDAC2	ACADM	0.0
VIM	ACADM	0.0
VPS26A	ACADM	0.0
VPS35	ACADM	0.0
WARS	ACADM	0.0
WDR1	ACADM	0.0
WDR77	ACADM	0.0
WDR92	ACADM	0.0
WRNIP1	ACADM	0.0
XPNPEP1	ACADM	0.0
XRCC5	ACADM	0.0
XRCC6	ACADM	0.0
YBX1	ACADM	0.0
ZNF326	ACADM	0.0
ACAT1	ACAT1	0.0
ACIN1	ACAT1	0.0
ACLY	ACAT1	0.0
ACTL6A	ACAT1	0.0
ACTR1A	ACAT1	0.0
ADSS2	ACAT1	0.0
AHCY	ACAT1	0.0
AIFM1	ACAT1	0.0
AIMP1	ACAT1	0.0
AIMP2	ACAT1	0.0
ALB	ACAT1	0.0
ALDH18A1	ACAT1	0.0
ALDH1A2	ACAT1	0.0
ALDH1B1	ACAT1	0.0
ALDH2	ACAT1	0.0
ALDOA	ACAT1	0.0
ALYREF	ACAT1	0.0
ARCN1	ACAT1	0.0
ASDURF	ACAT1	0.0
ATIC	ACAT1	0.0
ATP1A1	ACAT1	0.0
ATP1B3	ACAT1	0.0
ATP2A2	ACAT1	0.0
ATP5F1A	ACAT1	0.0
ATP5F1B	ACAT1	0.0
ATP5F1C	ACAT1	0.0
ATP5MF	ACAT1	0.0
ATP5MG	ACAT1	0.0
ATP5PB	ACAT1	0.0
ATP5PD	ACAT1	0.0
ATP5PO	ACAT1	0.0
ATXN2L	ACAT1	0.0
BAG6	ACAT1	0.0
BASP1	ACAT1	0.0
BCAP31	ACAT1	0.0
BSG	ACAT1	0.0
CAD	ACAT1	0.0
CAND1	ACAT1	0.0
CANX	ACAT1	0.0
CAP1	ACAT1	0.0
CAPRIN1	ACAT1	0.0
CCAR1	ACAT1	0.0
CCAR2	ACAT1	0.0
CCT2	ACAT1	0.0
CCT8	ACAT1	0.0
CDK1	ACAT1	0.0
CHD4	ACAT1	0.0
CHERP	ACAT1	0.0
CKAP4	ACAT1	0.0
CLTA	ACAT1	0.0
CLTB	ACAT1	0.0
CLTC	ACAT1	0.0
CNDP2	ACAT1	0.0
CNOT1	ACAT1	0.0
COG1	ACAT1	0.0
COPA	ACAT1	0.0
COPB1	ACAT1	0.0
COPB2	ACAT1	0.0
COPG1	ACAT1	0.0
COPS4	ACAT1	0.0
CORO1C	ACAT1	0.0
CPOX	ACAT1	0.0
CPSF6	ACAT1	0.0
CS	ACAT1	0.0
CSE1L	ACAT1	0.0
CYFIP1	ACAT1	0.0
DAP3	ACAT1	0.0
DARS	ACAT1	0.0
DBT	ACAT1	0.0
DCTN1	ACAT1	0.0
DCTN2	ACAT1	0.0
DDOST	ACAT1	0.0
DDX17	ACAT1	0.0
DDX21	ACAT1	0.0
DDX39B	ACAT1	0.0
DDX46	ACAT1	0.0
DDX5	ACAT1	0.0
DDX6	ACAT1	0.0
DHX15	ACAT1	0.0
DHX9	ACAT1	0.0
DIAPH1	ACAT1	0.0
DLD	ACAT1	0.0
DLST	ACAT1	0.0
DNAJB11	ACAT1	0.0
DPCD	ACAT1	0.0
DPM1	ACAT1	0.0
DPYSL2	ACAT1	0.0
DSG1	ACAT1	0.0
DYNC1H1	ACAT1	0.0
DYNC1I2	ACAT1	0.0
DYNC1LI1	ACAT1	0.0
DYNC1LI2	ACAT1	0.0
ECH1	ACAT1	0.0
ECHS1	ACAT1	0.0
ECI1	ACAT1	0.0
EEA1	ACAT1	0.0
EEF1D	ACAT1	0.0
EEF1E1	ACAT1	0.0
EEF1G	ACAT1	0.0
EEF2	ACAT1	0.0
EFTUD2	ACAT1	0.0
EIF3B	ACAT1	0.0
EIF3D	ACAT1	0.0
EIF3I	ACAT1	0.0
EIF3L	ACAT1	0.0
EIF4A1	ACAT1	0.0
EIF4A3	ACAT1	0.0
EIF4G1	ACAT1	0.0
EIF5A	ACAT1	0.0
ELAVL1	ACAT1	0.0
ENO1	ACAT1	0.0
ENO2	ACAT1	0.0
EPPK1	ACAT1	0.0
EPRS	ACAT1	0.0
FBL	ACAT1	0.0
FDPS	ACAT1	0.0
FH	ACAT1	0.0
FKBP10	ACAT1	0.0
FKBP4	ACAT1	0.0
FLNA	ACAT1	0.0
FLNB	ACAT1	0.0
FUBP1	ACAT1	0.0
GADD45GIP1	ACAT1	0.0
GANAB	ACAT1	0.0
GAPDH	ACAT1	0.0
GCN1	ACAT1	0.0
GDI2	ACAT1	0.0
GEMIN4	ACAT1	0.0
GOLIM4	ACAT1	0.0
GPS1	ACAT1	0.0
GRPEL1	ACAT1	0.0
GSTO1	ACAT1	0.0
H4C1	ACAT1	0.0
HACD3	ACAT1	0.0
HADHA	ACAT1	0.0
HADHB	ACAT1	0.0
HAGH	ACAT1	0.0
HAT1	ACAT1	0.0
HDAC2	ACAT1	0.0
HDAC6	ACAT1	0.0
HM13	ACAT1	0.0
HNRNPA0	ACAT1	0.0
HNRNPA1	ACAT1	0.0
HNRNPA2B1	ACAT1	0.0
HNRNPA3	ACAT1	0.0
HNRNPAB	ACAT1	0.0
HNRNPC	ACAT1	0.0
HNRNPD	ACAT1	0.0
HNRNPDL	ACAT1	0.0
HNRNPF	ACAT1	0.0
HNRNPH1	ACAT1	0.0
HNRNPH3	ACAT1	0.0
HNRNPK	ACAT1	0.0
HNRNPL	ACAT1	0.0
HNRNPM	ACAT1	0.0
HNRNPR	ACAT1	0.0
HNRNPU	ACAT1	0.0
HNRNPUL2	ACAT1	0.0
HPRT1	ACAT1	0.0
HSD17B12	ACAT1	0.0
HSP90AA1	ACAT1	0.0
HSP90AB1	ACAT1	0.0
HSPA4L	ACAT1	0.0
HSPA5	ACAT1	0.0
HSPA6	ACAT1	0.0
HSPA8	ACAT1	0.0
HSPA9	ACAT1	0.0
HSPD1	ACAT1	0.0
HSPE1	ACAT1	0.0
HSPH1	ACAT1	0.0
HUWE1	ACAT1	0.0
HYOU1	ACAT1	0.0
IARS	ACAT1	0.0
ILF2	ACAT1	0.0
ILF3	ACAT1	0.0
IMMT	ACAT1	0.0
IMPDH1	ACAT1	0.0
IMPDH2	ACAT1	0.0
IPO5	ACAT1	0.0
IQGAP1	ACAT1	0.0
IRS4	ACAT1	0.0
ISYNA1	ACAT1	0.0
ITGB1	ACAT1	0.0
ITPR3	ACAT1	0.0
KARS1	ACAT1	0.0
KCTD12	ACAT1	0.0
KHSRP	ACAT1	0.0
KIF5B	ACAT1	0.0
KPNB1	ACAT1	0.0
KRT1	ACAT1	0.0
KRT2	ACAT1	0.0
KRT6C	ACAT1	0.0
KRT8	ACAT1	0.0
KRT9	ACAT1	0.0
KTN1	ACAT1	0.0
LAMP2	ACAT1	0.0
LANCL1	ACAT1	0.0
LARS	ACAT1	0.0
LBR	ACAT1	0.0
LDHA	ACAT1	0.0
LDHB	ACAT1	0.0
LGALS3BP	ACAT1	0.0
LONP1	ACAT1	0.0
LRPPRC	ACAT1	0.0
LSM12	ACAT1	0.0
LUC7L2	ACAT1	0.0
MACF1	ACAT1	0.0
MAP1B	ACAT1	0.0
MARCKSL1	ACAT1	0.0
MARS	ACAT1	0.0
MAT2A	ACAT1	0.0
MATR3	ACAT1	0.0
MCM4	ACAT1	0.0
MCM5	ACAT1	0.0
MCM6	ACAT1	0.0
MCM7	ACAT1	0.0
MDH1	ACAT1	0.0
MDH2	ACAT1	0.0
ME2	ACAT1	0.0
MLEC	ACAT1	0.0
MRE11	ACAT1	0.0
MRPL1	ACAT1	0.0
MRPL11	ACAT1	0.0
MRPL12	ACAT1	0.0
MRPL13	ACAT1	0.0
MRPL15	ACAT1	0.0
MRPL17	ACAT1	0.0
MRPL19	ACAT1	0.0
MRPL2	ACAT1	0.0
MRPL20	ACAT1	0.0
MRPL21	ACAT1	0.0
MRPL22	ACAT1	0.0
MRPL23	ACAT1	0.0
MRPL24	ACAT1	0.0
MRPL28	ACAT1	0.0
MRPL3	ACAT1	0.0
MRPL34	ACAT1	0.0
MRPL37	ACAT1	0.0
MRPL38	ACAT1	0.0
MRPL39	ACAT1	0.0
MRPL4	ACAT1	0.0
MRPL40	ACAT1	0.0
MRPL41	ACAT1	0.0
MRPL43	ACAT1	0.0
MRPL44	ACAT1	0.0
MRPL45	ACAT1	0.0
MRPL46	ACAT1	0.0
MRPL47	ACAT1	0.0
MRPL48	ACAT1	0.0
MRPL49	ACAT1	0.0
MRPL50	ACAT1	0.0
MRPL55	ACAT1	0.0
MRPL58	ACAT1	0.0
MRPL9	ACAT1	0.0
MRPS10	ACAT1	0.0
MRPS14	ACAT1	0.0
MRPS16	ACAT1	0.0
MRPS17	ACAT1	0.0
MRPS2	ACAT1	0.0
MRPS22	ACAT1	0.0
MRPS23	ACAT1	0.0
MRPS27	ACAT1	0.0
MRPS30	ACAT1	0.0
MRPS31	ACAT1	0.0
MRPS34	ACAT1	0.0
MRPS35	ACAT1	0.0
MRPS7	ACAT1	0.0
MTA2	ACAT1	0.0
MTHFD1	ACAT1	0.0
MYH10	ACAT1	0.0
MYH9	ACAT1	0.0
MYL6	ACAT1	0.0
NAP1L1	ACAT1	0.0
NCKAP1	ACAT1	0.0
NCL	ACAT1	0.0
NME1	ACAT1	0.0
NPEPPS	ACAT1	0.0
NPM1	ACAT1	0.0
NSF	ACAT1	0.0
NSUN2	ACAT1	0.0
NUDC	ACAT1	0.0
NUDT21	ACAT1	0.0
NUFIP2	ACAT1	0.0
NUMA1	ACAT1	0.0
NUP107	ACAT1	0.0
NUP133	ACAT1	0.0
NUP210	ACAT1	0.0
NUP85	ACAT1	0.0
NUP93	ACAT1	0.0
NUP98	ACAT1	0.0
OAT	ACAT1	0.0
OGDH	ACAT1	0.0
P3H1	ACAT1	0.0
P4HA1	ACAT1	0.0
P4HB	ACAT1	0.0
PABPC1	ACAT1	0.0
PABPC4	ACAT1	0.0
PABPN1	ACAT1	0.0
PAICS	ACAT1	0.0
PARP1	ACAT1	0.0
PC	ACAT1	0.0
PCMT1	ACAT1	0.0
PDHA1	ACAT1	0.0
PDHB	ACAT1	0.0
PDIA3	ACAT1	0.0
PDIA6	ACAT1	0.0
PDRG1	ACAT1	0.0
PFDN2	ACAT1	0.0
PFDN4	ACAT1	0.0
PFDN5	ACAT1	0.0
PFDN6	ACAT1	0.0
PFKP	ACAT1	0.0
PGD	ACAT1	0.0
PGK1	ACAT1	0.0
PHB	ACAT1	0.0
PHB2	ACAT1	0.0
PHGDH	ACAT1	0.0
PIH1D1	ACAT1	0.0
PIP	ACAT1	0.0
PKM	ACAT1	0.0
PLS3	ACAT1	0.0
PNN	ACAT1	0.0
PNP	ACAT1	0.0
PODXL	ACAT1	0.0
POLR1A	ACAT1	0.0
POLR1C	ACAT1	0.0
POLR2A	ACAT1	0.0
POLR2B	ACAT1	0.0
POLR2C	ACAT1	0.0
POLR2E	ACAT1	0.0
POLR2H	ACAT1	0.0
POLR3A	ACAT1	0.0
POLR3B	ACAT1	0.0
POLR3D	ACAT1	0.0
PPIB	ACAT1	0.0
PPP1CA	ACAT1	0.0
PPP1CC	ACAT1	0.0
PPP1R7	ACAT1	0.0
PPP2R1A	ACAT1	0.0
PPP2R2A	ACAT1	0.0
PRDX1	ACAT1	0.0
PRDX2	ACAT1	0.0
PRDX3	ACAT1	0.0
PRDX4	ACAT1	0.0
PRDX6	ACAT1	0.0
PRKCSH	ACAT1	0.0
PRKDC	ACAT1	0.0
PRMT1	ACAT1	0.0
PRMT5	ACAT1	0.0
PRPF19	ACAT1	0.0
PRPF40A	ACAT1	0.0
PRPF8	ACAT1	0.0
PSAT1	ACAT1	0.0
PSMA1	ACAT1	0.0
PSMA2	ACAT1	0.0
PSMA4	ACAT1	0.0
PSMA6	ACAT1	0.0
PSMA7	ACAT1	0.0
PSMB1	ACAT1	0.0
PSMB2	ACAT1	0.0
PSMB5	ACAT1	0.0
PSMB6	ACAT1	0.0
PSMC1	ACAT1	0.0
PSMC2	ACAT1	0.0
PSMC3	ACAT1	0.0
PSMC4	ACAT1	0.0
PSMC5	ACAT1	0.0
PSMC6	ACAT1	0.0
PSMD1	ACAT1	0.0
PSMD11	ACAT1	0.0
PSMD12	ACAT1	0.0
PSMD13	ACAT1	0.0
PSMD14	ACAT1	0.0
PSMD2	ACAT1	0.0
PSMD3	ACAT1	0.0
PSMD4	ACAT1	0.0
PSMD6	ACAT1	0.0
PSMD7	ACAT1	0.0
PSMD8	ACAT1	0.0
PTBP1	ACAT1	0.0
PTCD3	ACAT1	0.0
QARS	ACAT1	0.0
RACK1	ACAT1	0.0
RAD50	ACAT1	0.0
RALY	ACAT1	0.0
RAN	ACAT1	0.0
RANBP1	ACAT1	0.0
RANBP2	ACAT1	0.0
RANBP9	ACAT1	0.0
RANGAP1	ACAT1	0.0
RARS	ACAT1	0.0
RBM25	ACAT1	0.0
RBM39	ACAT1	0.0
RBMX	ACAT1	0.0
RNPS1	ACAT1	0.0
RPAP3	ACAT1	0.0
RPL11	ACAT1	0.0
RPL19	ACAT1	0.0
RPL22	ACAT1	0.0
RPL23	ACAT1	0.0
RPL27A	ACAT1	0.0
RPL3	ACAT1	0.0
RPLP0	ACAT1	0.0
RPN1	ACAT1	0.0
RPN2	ACAT1	0.0
RPS10	ACAT1	0.0
RPS11	ACAT1	0.0
RPS14	ACAT1	0.0
RPS15A	ACAT1	0.0
RPS16	ACAT1	0.0
RPS18	ACAT1	0.0
RPS19	ACAT1	0.0
RPS2	ACAT1	0.0
RPS20	ACAT1	0.0
RPS24	ACAT1	0.0
RPS25	ACAT1	0.0
RPS26	ACAT1	0.0
RPS27	ACAT1	0.0
RPS3	ACAT1	0.0
RPS3A	ACAT1	0.0
RPS4X	ACAT1	0.0
RPS5	ACAT1	0.0
RPS7	ACAT1	0.0
RPS9	ACAT1	0.0
RUVBL1	ACAT1	0.0
RUVBL2	ACAT1	0.0
SAFB	ACAT1	0.0
SDHA	ACAT1	0.0
SEC61A1	ACAT1	0.0
SET	ACAT1	0.0
SF3A1	ACAT1	0.0
SF3A3	ACAT1	0.0
SF3B1	ACAT1	0.0
SF3B2	ACAT1	0.0
SF3B3	ACAT1	0.0
SF3B6	ACAT1	0.0
SFPQ	ACAT1	0.0
SHMT2	ACAT1	0.0
SLC16A1	ACAT1	0.0
SLC1A5	ACAT1	0.0
SLC25A1	ACAT1	0.0
SLC25A3	ACAT1	0.0
SLC25A5	ACAT1	0.0
SLC25A6	ACAT1	0.0
SLC3A2	ACAT1	0.0
SLMAP	ACAT1	0.0
SMARCA4	ACAT1	0.0
SMARCC2	ACAT1	0.0
SMARCE1	ACAT1	0.0
SMC1A	ACAT1	0.0
SMC2	ACAT1	0.0
SMC4	ACAT1	0.0
SMCHD1	ACAT1	0.0
SNAP23	ACAT1	0.0
SNRNP200	ACAT1	0.0
SNRNP40	ACAT1	0.0
SNRNP70	ACAT1	0.0
SNRPA	ACAT1	0.0
SNRPA1	ACAT1	0.0
SNRPD1	ACAT1	0.0
SNRPD2	ACAT1	0.0
SNRPD3	ACAT1	0.0
SNRPE	ACAT1	0.0
SPTAN1	ACAT1	0.0
SPTBN1	ACAT1	0.0
SRRT	ACAT1	0.0
SRSF3	ACAT1	0.0
SRSF4	ACAT1	0.0
SRSF6	ACAT1	0.0
SRSF7	ACAT1	0.0
SSB	ACAT1	0.0
SSBP1	ACAT1	0.0
STAT3	ACAT1	0.0
STOML2	ACAT1	0.0
SYNCRIP	ACAT1	0.0
TCP1	ACAT1	0.0
TECR	ACAT1	0.0
TFRC	ACAT1	0.0
TIMM50	ACAT1	0.0
TLN1	ACAT1	0.0
TNPO1	ACAT1	0.0
TPI1	ACAT1	0.0
TPM3	ACAT1	0.0
TPM4	ACAT1	0.0
TPR	ACAT1	0.0
TRA2A	ACAT1	0.0
TRA2B	ACAT1	0.0
TRAP1	ACAT1	0.0
TRIM28	ACAT1	0.0
TUBA1B	ACAT1	0.0
TUBB	ACAT1	0.0
TUBB2B	ACAT1	0.0
TUBB4B	ACAT1	0.0
TUBB6	ACAT1	0.0
TUFM	ACAT1	0.0
U2AF2	ACAT1	0.0
UBA1	ACAT1	0.0
UBA2	ACAT1	0.0
UBR4	ACAT1	0.0
UGGT1	ACAT1	0.0
URI1	ACAT1	0.0
USO1	ACAT1	0.0
UXT	ACAT1	0.0
VARS	ACAT1	0.0
VCL	ACAT1	0.0
VDAC1	ACAT1	0.0
VDAC2	ACAT1	0.0
VIM	ACAT1	0.0
VPS26A	ACAT1	0.0
VPS35	ACAT1	0.0
WARS	ACAT1	0.0
WDR1	ACAT1	0.0
WDR77	ACAT1	0.0
WDR92	ACAT1	0.0
WRNIP1	ACAT1	0.0
XPNPEP1	ACAT1	0.0
XRCC5	ACAT1	0.0
XRCC6	ACAT1	0.0
YBX1	ACAT1	0.0
ZNF326	ACAT1	0.0
ACIN1	ACIN1	0.0
ACLY	ACIN1	0.0
ACTL6A	ACIN1	0.0
ACTR1A	ACIN1	0.0
ADSS2	ACIN1	0.0
AHCY	ACIN1	0.0
AIFM1	ACIN1	0.0
AIMP1	ACIN1	0.0
AIMP2	ACIN1	0.0
ALB	ACIN1	0.0
ALDH18A1	ACIN1	0.0
ALDH1A2	ACIN1	0.0
ALDH1B1	ACIN1	0.0
ALDH2	ACIN1	0.0
ALDOA	ACIN1	0.0
ALYREF	ACIN1	0.0
ARCN1	ACIN1	0.0
ASDURF	ACIN1	0.0
ATIC	ACIN1	0.0
ATP1A1	ACIN1	0.0
ATP1B3	ACIN1	0.0
ATP2A2	ACIN1	0.0
ATP5F1A	ACIN1	0.0
ATP5F1B	ACIN1	0.0
ATP5F1C	ACIN1	0.0
ATP5MF	ACIN1	0.0
ATP5MG	ACIN1	0.0
ATP5PB	ACIN1	0.0
ATP5PD	ACIN1	0.0
ATP5PO	ACIN1	0.0
ATXN2L	ACIN1	0.0
BAG6	ACIN1	0.0
BASP1	ACIN1	0.0
BCAP31	ACIN1	0.0
BSG	ACIN1	0.0
CAD	ACIN1	0.0
CAND1	ACIN1	0.0
CANX	ACIN1	0.0
CAP1	ACIN1	0.0
CAPRIN1	ACIN1	0.0
CCAR1	ACIN1	0.0
CCAR2	ACIN1	0.0
CCT2	ACIN1	0.0
CCT8	ACIN1	0.0
CDK1	ACIN1	0.0
CHD4	ACIN1	0.0
CHERP	ACIN1	0.0
CKAP4	ACIN1	0.0
CLTA	ACIN1	0.0
CLTB	ACIN1	0.0
CLTC	ACIN1	0.0
CNDP2	ACIN1	0.0
CNOT1	ACIN1	0.0
COG1	ACIN1	0.0
COPA	ACIN1	0.0
COPB1	ACIN1	0.0
COPB2	ACIN1	0.0
COPG1	ACIN1	0.0
COPS4	ACIN1	0.0
CORO1C	ACIN1	0.0
CPOX	ACIN1	0.0
CPSF6	ACIN1	0.0
CS	ACIN1	0.0
CSE1L	ACIN1	0.0
CYFIP1	ACIN1	0.0
DAP3	ACIN1	0.0
DARS	ACIN1	0.0
DBT	ACIN1	0.0
DCTN1	ACIN1	0.0
DCTN2	ACIN1	0.0
DDOST	ACIN1	0.0
DDX17	ACIN1	0.0
DDX21	ACIN1	0.0
DDX39B	ACIN1	0.0
DDX46	ACIN1	0.0
DDX5	ACIN1	0.0
DDX6	ACIN1	0.0
DHX15	ACIN1	0.0
DHX9	ACIN1	0.0
DIAPH1	ACIN1	0.0
DLD	ACIN1	0.0
DLST	ACIN1	0.0
DNAJB11	ACIN1	0.0
DPCD	ACIN1	0.0
DPM1	ACIN1	0.0
DPYSL2	ACIN1	0.0
DSG1	ACIN1	0.0
DYNC1H1	ACIN1	0.0
DYNC1I2	ACIN1	0.0
DYNC1LI1	ACIN1	0.0
DYNC1LI2	ACIN1	0.0
ECH1	ACIN1	0.0
ECHS1	ACIN1	0.0
ECI1	ACIN1	0.0
EEA1	ACIN1	0.0
EEF1D	ACIN1	0.0
EEF1E1	ACIN1	0.0
EEF1G	ACIN1	0.0
EEF2	ACIN1	0.0
EFTUD2	ACIN1	0.0
EIF3B	ACIN1	0.0
EIF3D	ACIN1	0.0
EIF3I	ACIN1	0.0
EIF3L	ACIN1	0.0
EIF4A1	ACIN1	0.0
EIF4A3	ACIN1	0.0
EIF4G1	ACIN1	0.0
EIF5A	ACIN1	0.0
ELAVL1	ACIN1	0.0
ENO1	ACIN1	0.0
ENO2	ACIN1	0.0
EPPK1	ACIN1	0.0
EPRS	ACIN1	0.0
FBL	ACIN1	0.0
FDPS	ACIN1	0.0
FH	ACIN1	0.0
FKBP10	ACIN1	0.0
FKBP4	ACIN1	0.0
FLNA	ACIN1	0.0
FLNB	ACIN1	0.0
FUBP1	ACIN1	0.0
GADD45GIP1	ACIN1	0.0
GANAB	ACIN1	0.0
GAPDH	ACIN1	0.0
GCN1	ACIN1	0.0
GDI2	ACIN1	0.0
GEMIN4	ACIN1	0.0
GOLIM4	ACIN1	0.0
GPS1	ACIN1	0.0
GRPEL1	ACIN1	0.0
GSTO1	ACIN1	0.0
H4C1	ACIN1	0.0
HACD3	ACIN1	0.0
HADHA	ACIN1	0.0
HADHB	ACIN1	0.0
HAGH	ACIN1	0.0
HAT1	ACIN1	0.0
HDAC2	ACIN1	0.0
HDAC6	ACIN1	0.0
HM13	ACIN1	0.0
HNRNPA0	ACIN1	0.0
HNRNPA1	ACIN1	0.0
HNRNPA2B1	ACIN1	0.0
HNRNPA3	ACIN1	0.0
HNRNPAB	ACIN1	0.0
HNRNPC	ACIN1	0.0
HNRNPD	ACIN1	0.0
HNRNPDL	ACIN1	0.0
HNRNPF	ACIN1	0.0
HNRNPH1	ACIN1	0.0
HNRNPH3	ACIN1	0.0
HNRNPK	ACIN1	0.0
HNRNPL	ACIN1	0.0
HNRNPM	ACIN1	0.0
HNRNPR	ACIN1	0.0
HNRNPU	ACIN1	0.0
HNRNPUL2	ACIN1	0.0
HPRT1	ACIN1	0.0
HSD17B12	ACIN1	0.0
HSP90AA1	ACIN1	0.0
HSP90AB1	ACIN1	0.0
HSPA4L	ACIN1	0.0
HSPA5	ACIN1	0.0
HSPA6	ACIN1	0.0
HSPA8	ACIN1	0.0
HSPA9	ACIN1	0.0
HSPD1	ACIN1	0.0
HSPE1	ACIN1	0.0
HSPH1	ACIN1	0.0
HUWE1	ACIN1	0.0
HYOU1	ACIN1	0.0
IARS	ACIN1	0.0
ILF2	ACIN1	0.0
ILF3	ACIN1	0.0
IMMT	ACIN1	0.0
IMPDH1	ACIN1	0.0
IMPDH2	ACIN1	0.0
IPO5	ACIN1	0.0
IQGAP1	ACIN1	0.0
IRS4	ACIN1	0.0
ISYNA1	ACIN1	0.0
ITGB1	ACIN1	0.0
ITPR3	ACIN1	0.0
KARS1	ACIN1	0.0
KCTD12	ACIN1	0.0
KHSRP	ACIN1	0.0
KIF5B	ACIN1	0.0
KPNB1	ACIN1	0.0
KRT1	ACIN1	0.0
KRT2	ACIN1	0.0
KRT6C	ACIN1	0.0
KRT8	ACIN1	0.0
KRT9	ACIN1	0.0
KTN1	ACIN1	0.0
LAMP2	ACIN1	0.0
LANCL1	ACIN1	0.0
LARS	ACIN1	0.0
LBR	ACIN1	0.0
LDHA	ACIN1	0.0
LDHB	ACIN1	0.0
LGALS3BP	ACIN1	0.0
LONP1	ACIN1	0.0
LRPPRC	ACIN1	0.0
LSM12	ACIN1	0.0
LUC7L2	ACIN1	0.0
MACF1	ACIN1	0.0
MAP1B	ACIN1	0.0
MARCKSL1	ACIN1	0.0
MARS	ACIN1	0.0
MAT2A	ACIN1	0.0
MATR3	ACIN1	0.0
MCM4	ACIN1	0.0
MCM5	ACIN1	0.0
MCM6	ACIN1	0.0
MCM7	ACIN1	0.0
MDH1	ACIN1	0.0
MDH2	ACIN1	0.0
ME2	ACIN1	0.0
MLEC	ACIN1	0.0
MRE11	ACIN1	0.0
MRPL1	ACIN1	0.0
MRPL11	ACIN1	0.0
MRPL12	ACIN1	0.0
MRPL13	ACIN1	0.0
MRPL15	ACIN1	0.0
MRPL17	ACIN1	0.0
MRPL19	ACIN1	0.0
MRPL2	ACIN1	0.0
MRPL20	ACIN1	0.0
MRPL21	ACIN1	0.0
MRPL22	ACIN1	0.0
MRPL23	ACIN1	0.0
MRPL24	ACIN1	0.0
MRPL28	ACIN1	0.0
MRPL3	ACIN1	0.0
