protA	protB	qvalues
MRPS30	FKBP10	0.0
MRPS31	FKBP10	0.0
MRPS34	FKBP10	0.0
MRPS35	FKBP10	0.0
MRPS7	FKBP10	0.0
MTA2	FKBP10	0.0
MTHFD1	FKBP10	0.0
MYH10	FKBP10	0.0
MYH9	FKBP10	0.0
MYL6	FKBP10	0.0
NAP1L1	FKBP10	0.0
NCKAP1	FKBP10	0.0
NCL	FKBP10	0.0
NME1	FKBP10	0.0
NPEPPS	FKBP10	0.0
NPM1	FKBP10	0.0
NSF	FKBP10	0.0
NSUN2	FKBP10	0.0
NUDC	FKBP10	0.0
NUDT21	FKBP10	0.0
NUFIP2	FKBP10	0.0
NUMA1	FKBP10	0.0
NUP107	FKBP10	0.0
NUP133	FKBP10	0.0
NUP210	FKBP10	0.0
NUP85	FKBP10	0.0
NUP93	FKBP10	0.0
NUP98	FKBP10	0.0
OAT	FKBP10	0.0
OGDH	FKBP10	0.0
P3H1	FKBP10	0.0
P4HA1	FKBP10	0.0
P4HB	FKBP10	0.0
PABPC1	FKBP10	0.0
PABPC4	FKBP10	0.0
PABPN1	FKBP10	0.0
PAICS	FKBP10	0.0
PARP1	FKBP10	0.0
PC	FKBP10	0.0
PCMT1	FKBP10	0.0
PDHA1	FKBP10	0.0
PDHB	FKBP10	0.0
PDIA3	FKBP10	0.0
PDIA6	FKBP10	0.0
PDRG1	FKBP10	0.0
PFDN2	FKBP10	0.0
PFDN4	FKBP10	0.0
PFDN5	FKBP10	0.0
PFDN6	FKBP10	0.0
PFKP	FKBP10	0.0
PGD	FKBP10	0.0
PGK1	FKBP10	0.0
PHB	FKBP10	0.0
PHB2	FKBP10	0.0
PHGDH	FKBP10	0.0
PIH1D1	FKBP10	0.0
PIP	FKBP10	0.0
PKM	FKBP10	0.0
PLS3	FKBP10	0.0
PNN	FKBP10	0.0
PNP	FKBP10	0.0
PODXL	FKBP10	0.0
POLR1A	FKBP10	0.0
POLR1C	FKBP10	0.0
POLR2A	FKBP10	0.0
POLR2B	FKBP10	0.0
POLR2C	FKBP10	0.0
POLR2E	FKBP10	0.0
POLR2H	FKBP10	0.0
POLR3A	FKBP10	0.0
POLR3B	FKBP10	0.0
POLR3D	FKBP10	0.0
PPIB	FKBP10	0.0
PPP1CA	FKBP10	0.0
PPP1CC	FKBP10	0.0
PPP1R7	FKBP10	0.0
PPP2R1A	FKBP10	0.0
PPP2R2A	FKBP10	0.0
PRDX1	FKBP10	0.0
PRDX2	FKBP10	0.0
PRDX3	FKBP10	0.0
PRDX4	FKBP10	0.0
PRDX6	FKBP10	0.0
PRKCSH	FKBP10	0.0
PRKDC	FKBP10	0.0
PRMT1	FKBP10	0.0
PRMT5	FKBP10	0.0
PRPF19	FKBP10	0.0
PRPF40A	FKBP10	0.0
PRPF8	FKBP10	0.0
PSAT1	FKBP10	0.0
PSMA1	FKBP10	0.0
PSMA2	FKBP10	0.0
PSMA4	FKBP10	0.0
PSMA6	FKBP10	0.0
PSMA7	FKBP10	0.0
PSMB1	FKBP10	0.0
PSMB2	FKBP10	0.0
PSMB5	FKBP10	0.0
PSMB6	FKBP10	0.0
PSMC1	FKBP10	0.0
PSMC2	FKBP10	0.0
PSMC3	FKBP10	0.0
PSMC4	FKBP10	0.0
PSMC5	FKBP10	0.0
PSMC6	FKBP10	0.0
PSMD1	FKBP10	0.0
PSMD11	FKBP10	0.0
PSMD12	FKBP10	0.0
PSMD13	FKBP10	0.0
PSMD14	FKBP10	0.0
PSMD2	FKBP10	0.0
PSMD3	FKBP10	0.0
PSMD4	FKBP10	0.0
PSMD6	FKBP10	0.0
PSMD7	FKBP10	0.0
PSMD8	FKBP10	0.0
PTBP1	FKBP10	0.0
PTCD3	FKBP10	0.0
QARS	FKBP10	0.0
RACK1	FKBP10	0.0
RAD50	FKBP10	0.0
RALY	FKBP10	0.0
RAN	FKBP10	0.0
RANBP1	FKBP10	0.0
RANBP2	FKBP10	0.0
RANBP9	FKBP10	0.0
RANGAP1	FKBP10	0.0
RARS	FKBP10	0.0
RBM25	FKBP10	0.0
RBM39	FKBP10	0.0
RBMX	FKBP10	0.0
RNPS1	FKBP10	0.0
RPAP3	FKBP10	0.0
RPL11	FKBP10	0.0
RPL19	FKBP10	0.0
RPL22	FKBP10	0.0
RPL23	FKBP10	0.0
RPL27A	FKBP10	0.0
RPL3	FKBP10	0.0
RPLP0	FKBP10	0.0
RPN1	FKBP10	0.0
RPN2	FKBP10	0.0
RPS10	FKBP10	0.0
RPS11	FKBP10	0.0
RPS14	FKBP10	0.0
RPS15A	FKBP10	0.0
RPS16	FKBP10	0.0
RPS18	FKBP10	0.0
RPS19	FKBP10	0.0
RPS2	FKBP10	0.0
RPS20	FKBP10	0.0
RPS24	FKBP10	0.0
RPS25	FKBP10	0.0
RPS26	FKBP10	0.0
RPS27	FKBP10	0.0
RPS3	FKBP10	0.0
RPS3A	FKBP10	0.0
RPS4X	FKBP10	0.0
RPS5	FKBP10	0.0
RPS7	FKBP10	0.0
RPS9	FKBP10	0.0
RUVBL1	FKBP10	0.0
RUVBL2	FKBP10	0.0
SAFB	FKBP10	0.0
SDHA	FKBP10	0.0
SEC61A1	FKBP10	0.0
SET	FKBP10	0.0
SF3A1	FKBP10	0.0
SF3A3	FKBP10	0.0
SF3B1	FKBP10	0.0
SF3B2	FKBP10	0.0
SF3B3	FKBP10	0.0
SF3B6	FKBP10	0.0
SFPQ	FKBP10	0.0
SHMT2	FKBP10	0.0
SLC16A1	FKBP10	0.0
SLC1A5	FKBP10	0.0
SLC25A1	FKBP10	0.0
SLC25A3	FKBP10	0.0
SLC25A5	FKBP10	0.0
SLC25A6	FKBP10	0.0
SLC3A2	FKBP10	0.0
SLMAP	FKBP10	0.0
SMARCA4	FKBP10	0.0
SMARCC2	FKBP10	0.0
SMARCE1	FKBP10	0.0
SMC1A	FKBP10	0.0
SMC2	FKBP10	0.0
SMC4	FKBP10	0.0
SMCHD1	FKBP10	0.0
SNAP23	FKBP10	0.0
SNRNP200	FKBP10	0.0
SNRNP40	FKBP10	0.0
SNRNP70	FKBP10	0.0
SNRPA	FKBP10	0.0
SNRPA1	FKBP10	0.0
SNRPD1	FKBP10	0.0
SNRPD2	FKBP10	0.0
SNRPD3	FKBP10	0.0
SNRPE	FKBP10	0.0
SPTAN1	FKBP10	0.0
SPTBN1	FKBP10	0.0
SRRT	FKBP10	0.0
SRSF3	FKBP10	0.0
SRSF4	FKBP10	0.0
SRSF6	FKBP10	0.0
SRSF7	FKBP10	0.0
SSB	FKBP10	0.0
SSBP1	FKBP10	0.0
STAT3	FKBP10	0.0
STOML2	FKBP10	0.0
SYNCRIP	FKBP10	0.0
TCP1	FKBP10	0.0
TECR	FKBP10	0.0
TFRC	FKBP10	0.0
TIMM50	FKBP10	0.0
TLN1	FKBP10	0.0
TNPO1	FKBP10	0.0
TPI1	FKBP10	0.0
TPM3	FKBP10	0.0
TPM4	FKBP10	0.0
TPR	FKBP10	0.0
TRA2A	FKBP10	0.0
TRA2B	FKBP10	0.0
TRAP1	FKBP10	0.0
TRIM28	FKBP10	0.0
TUBA1B	FKBP10	0.0
TUBB	FKBP10	0.0
TUBB2B	FKBP10	0.0
TUBB4B	FKBP10	0.0
TUBB6	FKBP10	0.0
TUFM	FKBP10	0.0
U2AF2	FKBP10	0.0
UBA1	FKBP10	0.0
UBA2	FKBP10	0.0
UBR4	FKBP10	0.0
UGGT1	FKBP10	0.0
URI1	FKBP10	0.0
USO1	FKBP10	0.0
UXT	FKBP10	0.0
VARS	FKBP10	0.0
VCL	FKBP10	0.0
VDAC1	FKBP10	0.0
VDAC2	FKBP10	0.0
VIM	FKBP10	0.0
VPS26A	FKBP10	0.0
VPS35	FKBP10	0.0
WARS	FKBP10	0.0
WDR1	FKBP10	0.0
WDR77	FKBP10	0.0
WDR92	FKBP10	0.0
WRNIP1	FKBP10	0.0
XPNPEP1	FKBP10	0.0
XRCC5	FKBP10	0.0
XRCC6	FKBP10	0.0
YBX1	FKBP10	0.0
ZNF326	FKBP10	0.0
FKBP4	FKBP4	0.0
FLNA	FKBP4	0.0
FLNB	FKBP4	0.0
FUBP1	FKBP4	0.0
GADD45GIP1	FKBP4	0.0
GANAB	FKBP4	0.0
GAPDH	FKBP4	0.0
GCN1	FKBP4	0.0
GDI2	FKBP4	0.0
GEMIN4	FKBP4	0.0
GOLIM4	FKBP4	0.0
GPS1	FKBP4	0.0
GRPEL1	FKBP4	0.0
GSTO1	FKBP4	0.0
H4C1	FKBP4	0.0
HACD3	FKBP4	0.0
HADHA	FKBP4	0.0
HADHB	FKBP4	0.0
HAGH	FKBP4	0.0
HAT1	FKBP4	0.0
HDAC2	FKBP4	0.0
HDAC6	FKBP4	0.0
HM13	FKBP4	0.0
HNRNPA0	FKBP4	0.0
HNRNPA1	FKBP4	0.0
HNRNPA2B1	FKBP4	0.0
HNRNPA3	FKBP4	0.0
HNRNPAB	FKBP4	0.0
HNRNPC	FKBP4	0.0
HNRNPD	FKBP4	0.0
HNRNPDL	FKBP4	0.0
HNRNPF	FKBP4	0.0
HNRNPH1	FKBP4	0.0
HNRNPH3	FKBP4	0.0
HNRNPK	FKBP4	0.0
HNRNPL	FKBP4	0.0
HNRNPM	FKBP4	0.0
HNRNPR	FKBP4	0.0
HNRNPU	FKBP4	0.0
HNRNPUL2	FKBP4	0.0
HPRT1	FKBP4	0.0
HSD17B12	FKBP4	0.0
HSP90AA1	FKBP4	0.0
HSP90AB1	FKBP4	0.0
HSPA4L	FKBP4	0.0
HSPA5	FKBP4	0.0
HSPA6	FKBP4	0.0
HSPA8	FKBP4	0.0
HSPA9	FKBP4	0.0
HSPD1	FKBP4	0.0
HSPE1	FKBP4	0.0
HSPH1	FKBP4	0.0
HUWE1	FKBP4	0.0
HYOU1	FKBP4	0.0
IARS	FKBP4	0.0
ILF2	FKBP4	0.0
ILF3	FKBP4	0.0
IMMT	FKBP4	0.0
IMPDH1	FKBP4	0.0
IMPDH2	FKBP4	0.0
IPO5	FKBP4	0.0
IQGAP1	FKBP4	0.0
IRS4	FKBP4	0.0
ISYNA1	FKBP4	0.0
ITGB1	FKBP4	0.0
ITPR3	FKBP4	0.0
KARS1	FKBP4	0.0
KCTD12	FKBP4	0.0
KHSRP	FKBP4	0.0
KIF5B	FKBP4	0.0
KPNB1	FKBP4	0.0
KRT1	FKBP4	0.0
KRT2	FKBP4	0.0
KRT6C	FKBP4	0.0
KRT8	FKBP4	0.0
KRT9	FKBP4	0.0
KTN1	FKBP4	0.0
LAMP2	FKBP4	0.0
LANCL1	FKBP4	0.0
LARS	FKBP4	0.0
LBR	FKBP4	0.0
LDHA	FKBP4	0.0
LDHB	FKBP4	0.0
LGALS3BP	FKBP4	0.0
LONP1	FKBP4	0.0
LRPPRC	FKBP4	0.0
LSM12	FKBP4	0.0
LUC7L2	FKBP4	0.0
MACF1	FKBP4	0.0
MAP1B	FKBP4	0.0
MARCKSL1	FKBP4	0.0
MARS	FKBP4	0.0
MAT2A	FKBP4	0.0
MATR3	FKBP4	0.0
MCM4	FKBP4	0.0
MCM5	FKBP4	0.0
MCM6	FKBP4	0.0
MCM7	FKBP4	0.0
MDH1	FKBP4	0.0
MDH2	FKBP4	0.0
ME2	FKBP4	0.0
MLEC	FKBP4	0.0
MRE11	FKBP4	0.0
MRPL1	FKBP4	0.0
MRPL11	FKBP4	0.0
MRPL12	FKBP4	0.0
MRPL13	FKBP4	0.0
MRPL15	FKBP4	0.0
MRPL17	FKBP4	0.0
MRPL19	FKBP4	0.0
MRPL2	FKBP4	0.0
MRPL20	FKBP4	0.0
MRPL21	FKBP4	0.0
MRPL22	FKBP4	0.0
MRPL23	FKBP4	0.0
MRPL24	FKBP4	0.0
MRPL28	FKBP4	0.0
MRPL3	FKBP4	0.0
MRPL34	FKBP4	0.0
MRPL37	FKBP4	0.0
MRPL38	FKBP4	0.0
MRPL39	FKBP4	0.0
MRPL4	FKBP4	0.0
MRPL40	FKBP4	0.0
MRPL41	FKBP4	0.0
MRPL43	FKBP4	0.0
MRPL44	FKBP4	0.0
MRPL45	FKBP4	0.0
MRPL46	FKBP4	0.0
MRPL47	FKBP4	0.0
MRPL48	FKBP4	0.0
MRPL49	FKBP4	0.0
MRPL50	FKBP4	0.0
MRPL55	FKBP4	0.0
MRPL58	FKBP4	0.0
MRPL9	FKBP4	0.0
MRPS10	FKBP4	0.0
MRPS14	FKBP4	0.0
MRPS16	FKBP4	0.0
MRPS17	FKBP4	0.0
MRPS2	FKBP4	0.0
MRPS22	FKBP4	0.0
MRPS23	FKBP4	0.0
MRPS27	FKBP4	0.0
MRPS30	FKBP4	0.0
MRPS31	FKBP4	0.0
MRPS34	FKBP4	0.0
MRPS35	FKBP4	0.0
MRPS7	FKBP4	0.0
MTA2	FKBP4	0.0
MTHFD1	FKBP4	0.0
MYH10	FKBP4	0.0
MYH9	FKBP4	0.0
MYL6	FKBP4	0.0
NAP1L1	FKBP4	0.0
NCKAP1	FKBP4	0.0
NCL	FKBP4	0.0
NME1	FKBP4	0.0
NPEPPS	FKBP4	0.0
NPM1	FKBP4	0.0
NSF	FKBP4	0.0
NSUN2	FKBP4	0.0
NUDC	FKBP4	0.0
NUDT21	FKBP4	0.0
NUFIP2	FKBP4	0.0
NUMA1	FKBP4	0.0
NUP107	FKBP4	0.0
NUP133	FKBP4	0.0
NUP210	FKBP4	0.0
NUP85	FKBP4	0.0
NUP93	FKBP4	0.0
NUP98	FKBP4	0.0
OAT	FKBP4	0.0
OGDH	FKBP4	0.0
P3H1	FKBP4	0.0
P4HA1	FKBP4	0.0
P4HB	FKBP4	0.0
PABPC1	FKBP4	0.0
PABPC4	FKBP4	0.0
PABPN1	FKBP4	0.0
PAICS	FKBP4	0.0
PARP1	FKBP4	0.0
PC	FKBP4	0.0
PCMT1	FKBP4	0.0
PDHA1	FKBP4	0.0
PDHB	FKBP4	0.0
PDIA3	FKBP4	0.0
PDIA6	FKBP4	0.0
PDRG1	FKBP4	0.0
PFDN2	FKBP4	0.0
PFDN4	FKBP4	0.0
PFDN5	FKBP4	0.0
PFDN6	FKBP4	0.0
PFKP	FKBP4	0.0
PGD	FKBP4	0.0
PGK1	FKBP4	0.0
PHB	FKBP4	0.0
PHB2	FKBP4	0.0
PHGDH	FKBP4	0.0
PIH1D1	FKBP4	0.0
PIP	FKBP4	0.0
PKM	FKBP4	0.0
PLS3	FKBP4	0.0
PNN	FKBP4	0.0
PNP	FKBP4	0.0
PODXL	FKBP4	0.0
POLR1A	FKBP4	0.0
POLR1C	FKBP4	0.0
POLR2A	FKBP4	0.0
POLR2B	FKBP4	0.0
POLR2C	FKBP4	0.0
POLR2E	FKBP4	0.0
POLR2H	FKBP4	0.0
POLR3A	FKBP4	0.0
POLR3B	FKBP4	0.0
POLR3D	FKBP4	0.0
PPIB	FKBP4	0.0
PPP1CA	FKBP4	0.0
PPP1CC	FKBP4	0.0
PPP1R7	FKBP4	0.0
PPP2R1A	FKBP4	0.0
PPP2R2A	FKBP4	0.0
PRDX1	FKBP4	0.0
PRDX2	FKBP4	0.0
PRDX3	FKBP4	0.0
PRDX4	FKBP4	0.0
PRDX6	FKBP4	0.0
PRKCSH	FKBP4	0.0
PRKDC	FKBP4	0.0
PRMT1	FKBP4	0.0
PRMT5	FKBP4	0.0
PRPF19	FKBP4	0.0
PRPF40A	FKBP4	0.0
PRPF8	FKBP4	0.0
PSAT1	FKBP4	0.0
PSMA1	FKBP4	0.0
PSMA2	FKBP4	0.0
PSMA4	FKBP4	0.0
PSMA6	FKBP4	0.0
PSMA7	FKBP4	0.0
PSMB1	FKBP4	0.0
PSMB2	FKBP4	0.0
PSMB5	FKBP4	0.0
PSMB6	FKBP4	0.0
PSMC1	FKBP4	0.0
PSMC2	FKBP4	0.0
PSMC3	FKBP4	0.0
PSMC4	FKBP4	0.0
PSMC5	FKBP4	0.0
PSMC6	FKBP4	0.0
PSMD1	FKBP4	0.0
PSMD11	FKBP4	0.0
PSMD12	FKBP4	0.0
PSMD13	FKBP4	0.0
PSMD14	FKBP4	0.0
PSMD2	FKBP4	0.0
PSMD3	FKBP4	0.0
PSMD4	FKBP4	0.0
PSMD6	FKBP4	0.0
PSMD7	FKBP4	0.0
PSMD8	FKBP4	0.0
PTBP1	FKBP4	0.0
PTCD3	FKBP4	0.0
QARS	FKBP4	0.0
RACK1	FKBP4	0.0
RAD50	FKBP4	0.0
RALY	FKBP4	0.0
RAN	FKBP4	0.0
RANBP1	FKBP4	0.0
RANBP2	FKBP4	0.0
RANBP9	FKBP4	0.0
RANGAP1	FKBP4	0.0
RARS	FKBP4	0.0
RBM25	FKBP4	0.0
RBM39	FKBP4	0.0
RBMX	FKBP4	0.0
RNPS1	FKBP4	0.0
RPAP3	FKBP4	0.0
RPL11	FKBP4	0.0
RPL19	FKBP4	0.0
RPL22	FKBP4	0.0
RPL23	FKBP4	0.0
RPL27A	FKBP4	0.0
RPL3	FKBP4	0.0
RPLP0	FKBP4	0.0
RPN1	FKBP4	0.0
RPN2	FKBP4	0.0
RPS10	FKBP4	0.0
RPS11	FKBP4	0.0
RPS14	FKBP4	0.0
RPS15A	FKBP4	0.0
RPS16	FKBP4	0.0
RPS18	FKBP4	0.0
RPS19	FKBP4	0.0
RPS2	FKBP4	0.0
RPS20	FKBP4	0.0
RPS24	FKBP4	0.0
RPS25	FKBP4	0.0
RPS26	FKBP4	0.0
RPS27	FKBP4	0.0
RPS3	FKBP4	0.0
RPS3A	FKBP4	0.0
RPS4X	FKBP4	0.0
RPS5	FKBP4	0.0
RPS7	FKBP4	0.0
RPS9	FKBP4	0.0
RUVBL1	FKBP4	0.0
RUVBL2	FKBP4	0.0
SAFB	FKBP4	0.0
SDHA	FKBP4	0.0
SEC61A1	FKBP4	0.0
SET	FKBP4	0.0
SF3A1	FKBP4	0.0
SF3A3	FKBP4	0.0
SF3B1	FKBP4	0.0
SF3B2	FKBP4	0.0
SF3B3	FKBP4	0.0
SF3B6	FKBP4	0.0
SFPQ	FKBP4	0.0
SHMT2	FKBP4	0.0
SLC16A1	FKBP4	0.0
SLC1A5	FKBP4	0.0
SLC25A1	FKBP4	0.0
SLC25A3	FKBP4	0.0
SLC25A5	FKBP4	0.0
SLC25A6	FKBP4	0.0
SLC3A2	FKBP4	0.0
SLMAP	FKBP4	0.0
SMARCA4	FKBP4	0.0
SMARCC2	FKBP4	0.0
SMARCE1	FKBP4	0.0
SMC1A	FKBP4	0.0
SMC2	FKBP4	0.0
SMC4	FKBP4	0.0
SMCHD1	FKBP4	0.0
SNAP23	FKBP4	0.0
SNRNP200	FKBP4	0.0
SNRNP40	FKBP4	0.0
SNRNP70	FKBP4	0.0
SNRPA	FKBP4	0.0
SNRPA1	FKBP4	0.0
SNRPD1	FKBP4	0.0
SNRPD2	FKBP4	0.0
SNRPD3	FKBP4	0.0
SNRPE	FKBP4	0.0
SPTAN1	FKBP4	0.0
SPTBN1	FKBP4	0.0
SRRT	FKBP4	0.0
SRSF3	FKBP4	0.0
SRSF4	FKBP4	0.0
SRSF6	FKBP4	0.0
SRSF7	FKBP4	0.0
SSB	FKBP4	0.0
SSBP1	FKBP4	0.0
STAT3	FKBP4	0.0
STOML2	FKBP4	0.0
SYNCRIP	FKBP4	0.0
TCP1	FKBP4	0.0
TECR	FKBP4	0.0
TFRC	FKBP4	0.0
TIMM50	FKBP4	0.0
TLN1	FKBP4	0.0
TNPO1	FKBP4	0.0
TPI1	FKBP4	0.0
TPM3	FKBP4	0.0
TPM4	FKBP4	0.0
TPR	FKBP4	0.0
TRA2A	FKBP4	0.0
TRA2B	FKBP4	0.0
TRAP1	FKBP4	0.0
TRIM28	FKBP4	0.0
TUBA1B	FKBP4	0.0
TUBB	FKBP4	0.0
TUBB2B	FKBP4	0.0
TUBB4B	FKBP4	0.0
TUBB6	FKBP4	0.0
TUFM	FKBP4	0.0
U2AF2	FKBP4	0.0
UBA1	FKBP4	0.0
UBA2	FKBP4	0.0
UBR4	FKBP4	0.0
UGGT1	FKBP4	0.0
URI1	FKBP4	0.0
USO1	FKBP4	0.0
UXT	FKBP4	0.0
VARS	FKBP4	0.0
VCL	FKBP4	0.0
VDAC1	FKBP4	0.0
VDAC2	FKBP4	0.0
VIM	FKBP4	0.0
VPS26A	FKBP4	0.0
VPS35	FKBP4	0.0
WARS	FKBP4	0.0
WDR1	FKBP4	0.0
WDR77	FKBP4	0.0
WDR92	FKBP4	0.0
WRNIP1	FKBP4	0.0
XPNPEP1	FKBP4	0.0
XRCC5	FKBP4	0.0
XRCC6	FKBP4	0.0
YBX1	FKBP4	0.0
ZNF326	FKBP4	0.0
FLNA	FLNA	0.0
FLNB	FLNA	0.0
FUBP1	FLNA	0.0
GADD45GIP1	FLNA	0.0
GANAB	FLNA	0.0
GAPDH	FLNA	0.0
GCN1	FLNA	0.0
GDI2	FLNA	0.0
GEMIN4	FLNA	0.0
GOLIM4	FLNA	0.0
GPS1	FLNA	0.0
GRPEL1	FLNA	0.0
GSTO1	FLNA	0.0
H4C1	FLNA	0.0
HACD3	FLNA	0.0
HADHA	FLNA	0.0
HADHB	FLNA	0.0
HAGH	FLNA	0.0
HAT1	FLNA	0.0
HDAC2	FLNA	0.0
HDAC6	FLNA	0.0
HM13	FLNA	0.0
HNRNPA0	FLNA	0.0
HNRNPA1	FLNA	0.0
HNRNPA2B1	FLNA	0.0
HNRNPA3	FLNA	0.0
HNRNPAB	FLNA	0.0
HNRNPC	FLNA	0.0
HNRNPD	FLNA	0.0
HNRNPDL	FLNA	0.0
HNRNPF	FLNA	0.0
HNRNPH1	FLNA	0.0
HNRNPH3	FLNA	0.0
HNRNPK	FLNA	0.0
HNRNPL	FLNA	0.0
HNRNPM	FLNA	0.0
HNRNPR	FLNA	0.0
HNRNPU	FLNA	0.0
HNRNPUL2	FLNA	0.0
HPRT1	FLNA	0.0
HSD17B12	FLNA	0.0
HSP90AA1	FLNA	0.0
HSP90AB1	FLNA	0.0
HSPA4L	FLNA	0.0
HSPA5	FLNA	0.0
HSPA6	FLNA	0.0
HSPA8	FLNA	0.0
HSPA9	FLNA	0.0
HSPD1	FLNA	0.0
HSPE1	FLNA	0.0
HSPH1	FLNA	0.0
HUWE1	FLNA	0.0
HYOU1	FLNA	0.0
IARS	FLNA	0.0
ILF2	FLNA	0.0
ILF3	FLNA	0.0
IMMT	FLNA	0.0
IMPDH1	FLNA	0.0
IMPDH2	FLNA	0.0
IPO5	FLNA	0.0
IQGAP1	FLNA	0.0
IRS4	FLNA	0.0
ISYNA1	FLNA	0.0
ITGB1	FLNA	0.0
ITPR3	FLNA	0.0
KARS1	FLNA	0.0
KCTD12	FLNA	0.0
KHSRP	FLNA	0.0
KIF5B	FLNA	0.0
KPNB1	FLNA	0.0
KRT1	FLNA	0.0
KRT2	FLNA	0.0
KRT6C	FLNA	0.0
KRT8	FLNA	0.0
KRT9	FLNA	0.0
KTN1	FLNA	0.0
LAMP2	FLNA	0.0
LANCL1	FLNA	0.0
LARS	FLNA	0.0
LBR	FLNA	0.0
LDHA	FLNA	0.0
LDHB	FLNA	0.0
LGALS3BP	FLNA	0.0
LONP1	FLNA	0.0
LRPPRC	FLNA	0.0
LSM12	FLNA	0.0
LUC7L2	FLNA	0.0
MACF1	FLNA	0.0
MAP1B	FLNA	0.0
MARCKSL1	FLNA	0.0
MARS	FLNA	0.0
MAT2A	FLNA	0.0
MATR3	FLNA	0.0
MCM4	FLNA	0.0
MCM5	FLNA	0.0
MCM6	FLNA	0.0
MCM7	FLNA	0.0
MDH1	FLNA	0.0
MDH2	FLNA	0.0
ME2	FLNA	0.0
MLEC	FLNA	0.0
MRE11	FLNA	0.0
MRPL1	FLNA	0.0
MRPL11	FLNA	0.0
MRPL12	FLNA	0.0
MRPL13	FLNA	0.0
MRPL15	FLNA	0.0
MRPL17	FLNA	0.0
MRPL19	FLNA	0.0
MRPL2	FLNA	0.0
MRPL20	FLNA	0.0
MRPL21	FLNA	0.0
MRPL22	FLNA	0.0
MRPL23	FLNA	0.0
MRPL24	FLNA	0.0
MRPL28	FLNA	0.0
MRPL3	FLNA	0.0
MRPL34	FLNA	0.0
MRPL37	FLNA	0.0
MRPL38	FLNA	0.0
MRPL39	FLNA	0.0
MRPL4	FLNA	0.0
MRPL40	FLNA	0.0
MRPL41	FLNA	0.0
MRPL43	FLNA	0.0
MRPL44	FLNA	0.0
MRPL45	FLNA	0.0
MRPL46	FLNA	0.0
MRPL47	FLNA	0.0
MRPL48	FLNA	0.0
MRPL49	FLNA	0.0
MRPL50	FLNA	0.0
MRPL55	FLNA	0.0
MRPL58	FLNA	0.0
MRPL9	FLNA	0.0
MRPS10	FLNA	0.0
MRPS14	FLNA	0.0
MRPS16	FLNA	0.0
MRPS17	FLNA	0.0
MRPS2	FLNA	0.0
MRPS22	FLNA	0.0
MRPS23	FLNA	0.0
MRPS27	FLNA	0.0
MRPS30	FLNA	0.0
MRPS31	FLNA	0.0
MRPS34	FLNA	0.0
MRPS35	FLNA	0.0
MRPS7	FLNA	0.0
MTA2	FLNA	0.0
MTHFD1	FLNA	0.0
MYH10	FLNA	0.0
MYH9	FLNA	0.0
MYL6	FLNA	0.0
NAP1L1	FLNA	0.0
NCKAP1	FLNA	0.0
NCL	FLNA	0.0
NME1	FLNA	0.0
NPEPPS	FLNA	0.0
NPM1	FLNA	0.0
NSF	FLNA	0.0
NSUN2	FLNA	0.0
NUDC	FLNA	0.0
NUDT21	FLNA	0.0
NUFIP2	FLNA	0.0
NUMA1	FLNA	0.0
NUP107	FLNA	0.0
NUP133	FLNA	0.0
NUP210	FLNA	0.0
NUP85	FLNA	0.0
NUP93	FLNA	0.0
NUP98	FLNA	0.0
OAT	FLNA	0.0
OGDH	FLNA	0.0
P3H1	FLNA	0.0
P4HA1	FLNA	0.0
P4HB	FLNA	0.0
PABPC1	FLNA	0.0
PABPC4	FLNA	0.0
PABPN1	FLNA	0.0
PAICS	FLNA	0.0
PARP1	FLNA	0.0
PC	FLNA	0.0
PCMT1	FLNA	0.0
PDHA1	FLNA	0.0
PDHB	FLNA	0.0
PDIA3	FLNA	0.0
PDIA6	FLNA	0.0
PDRG1	FLNA	0.0
PFDN2	FLNA	0.0
PFDN4	FLNA	0.0
PFDN5	FLNA	0.0
PFDN6	FLNA	0.0
PFKP	FLNA	0.0
PGD	FLNA	0.0
PGK1	FLNA	0.0
PHB	FLNA	0.0
PHB2	FLNA	0.0
PHGDH	FLNA	0.0
PIH1D1	FLNA	0.0
PIP	FLNA	0.0
PKM	FLNA	0.0
PLS3	FLNA	0.0
PNN	FLNA	0.0
PNP	FLNA	0.0
PODXL	FLNA	0.0
POLR1A	FLNA	0.0
POLR1C	FLNA	0.0
POLR2A	FLNA	0.0
POLR2B	FLNA	0.0
POLR2C	FLNA	0.0
POLR2E	FLNA	0.0
POLR2H	FLNA	0.0
POLR3A	FLNA	0.0
POLR3B	FLNA	0.0
POLR3D	FLNA	0.0
PPIB	FLNA	0.0
PPP1CA	FLNA	0.0
PPP1CC	FLNA	0.0
PPP1R7	FLNA	0.0
PPP2R1A	FLNA	0.0
PPP2R2A	FLNA	0.0
PRDX1	FLNA	0.0
PRDX2	FLNA	0.0
PRDX3	FLNA	0.0
PRDX4	FLNA	0.0
PRDX6	FLNA	0.0
PRKCSH	FLNA	0.0
PRKDC	FLNA	0.0
PRMT1	FLNA	0.0
PRMT5	FLNA	0.0
PRPF19	FLNA	0.0
PRPF40A	FLNA	0.0
PRPF8	FLNA	0.0
PSAT1	FLNA	0.0
PSMA1	FLNA	0.0
PSMA2	FLNA	0.0
PSMA4	FLNA	0.0
PSMA6	FLNA	0.0
PSMA7	FLNA	0.0
PSMB1	FLNA	0.0
PSMB2	FLNA	0.0
